442.804	382.917
658.824	480.216
788.383	580.298
773.023	566.846
690.337	570.884
564.331	496.249
516.223	467.367
594.079	496.047
656.02	541.897
637.674	552.089
724.932	574.802
613.338	603.855
881.689	719.466
707.172	680.449
623.796	513.397
596.643	600.714
706.52	569.808
613.22	491.183
712.772	786.663
647.534	593.62
640.014	625.861
839.71	667.383
727.972	710.073
839.71	610.981
561.197	388.632
525.305	467.632
960.658	628.315
666.662	529.015
564.182	469.267
451.694	429.04
745.193	725.148
520.491	507.098
771.097	649.586
585.071	498.818
580.56	511.356
523.647	521.591
337.961	426.624
756.759	592.707
667.383	570.434
827.692	680.967
644.936	660.556
529.265	458.379
830.742	674.884
876.643	820.264
967.306	716.887
932.729	648.277
692.123	624.11
663.462	700.664
587.873	518.122
880.766	733.107
825.806	570.989
763.917	652.221
890.847	678.668
1330.423	1126.604
937.409	846.768
977.696	745.473
956.037	793.638
813.05	689.251
590.594	540.341
1006.81	546.837
886.287	673.927
809.557	680.072
1026.264	614.089
831.653	667.311
599.184	607.982
601.567	590.322
503.393	431.212
521.714	473.357
608.654	540.497
593.154	518.949
528.742	435.567
569.464	493.072
539.963	522.06
658.678	521.96
454.85	454.454
557.37	423.228
519.975	519.975
621.388	580.401
571.494	594.483
580.574	481.517
526.471	578.326
560.01	556.262
674.284	508.187
495.562	548.557
579.849	541.682
501.862	556.248
605.386	553.191
622.277	487.119
552.952	447.951
611.558	564.203
480.475	633.872
489.679	528.538
546.691	615.165
535.828	471.932
929.613	786.296
359.298	438.438
618.803	518.385
569.78	502.094
501.415	447.531
646.772	531.864
618.667	505.3
567.497	475.553
679.046	502.668
589.67	475.258
662.368	518.733
552.952	631.382
656.869	515.314
548.951	519.813
600.547	586.091
618.641	553.886
797.029	689.129
852.777	693.321
680.208	717.954
687.032	554.552
689.204	573.112
630.932	631.281
725.645	570.04
682.631	646.022
720.99	704.315
872.941	609.74
486.213	618.142
886.391	617.817
612.723	516.65
734.947	668.709
395.319	397.069
825.287	655.88
585.318	543.396
444.998	415.506
722.057	554.631
605.386	571.277
727.977	714.12
684.021	654.895
954.589	750.958
700.407	589.942
482.813	399.373
726.831	622.973
758.436	705.663
698.556	527.224
481.292	485.537
683.317	678.101
686.845	559.588
749.141	621.252
563.079	538.38
586.856	514.824
408.57	436.459
516.782	547.628
519.358	493.202
671.645	553.886
458.624	463.232
505.396	478.15
629.017	588.691
745.263	576.695
698.63	575.512
1056.393	792.364
405.498	377.18
510.603	512.569
649.857	593.478
596.099	566.507
442.415	433.252
517.96	496.918
600.28	535.169
639.13	581.229
625.438	539.607
597.395	548.557
452.332	426.548
655.115	556.896
637.604	565.168
676.704	567.631
512.952	445.007
619.547	599.318
660.847	536.904
559.215	558.289
872.665	843.724
793.375	657.972
972.401	705.663
869.606	709.74
881.971	1040.879
938.879	643.835
968.697	771.949
991.018	697.04
793.643	665.434
849.24	594.207
530.823	597.013
1040.709	809.394
618.44	520.899
692.609	553.068
737.642	565.182
870.886	774.132
853.698	611.885
712.671	576.521
620.969	541.364
705.992	699.519
938.964	577.251
923.592	640.539
884.78	1026.545
683.593	585.537
382.76	387.795
838.234	606.504
685.811	621.349
794.97	607.177
624.11	537.575
681.197	571.382
708.746	646.89
792.627	698.344
466.156	479.957
708.712	558.556
826.471	728.286
584.921	572.79
730.791	644.407
588.568	490.007
815.988	684.103
458.877	464.744
605.446	480.316
601.347	547.313
574.746	586.631
846.304	888.107
637.824	607.177
744.203	535.671
762.694	662.44
486.946	432.437
654.038	664.518
496.628	505.3
530.573	478.714
468.925	468.313
595.082	541.868
468.687	429.433
545.649	555.671
760.104	634.38
559.9	619.766
479.487	465.206
586.095	562.116
415.195	489.154
629.272	596.473
657.9	672.012
496.174	569.776
416.747	460.514
533.21	548.351
597.147	631.346
695.21	610.294
481.742	519.455
516.724	529.528
839.952	687.342
664.061	583.424
563.15	529.189
616.317	639.074
757.152	585.176
630.247	619.206
738.838	583.089
524.318	465.745
526.774	493.307
616.317	639.211
592.848	615.404
682.724	582.01
536.48	570.265
597.7	523.74
632.393	615.255
684.699	542.962
617.357	586.013
544.04	514.243
611.116	567.302
642.773	570.803
539.192	567.414
776.934	590.167
464.546	440.101
484.044	444.99
564.062	561.513
523.375	564.514
352.248	378.739
474.593	466.232
586.095	544.721
477.781	454.391
615.333	600.328
644.308	621.211
680.245	485.63
493.703	475.976
547.224	509.15
639.672	610.699
573.699	562.08
531.511	519.547
564.146	567.47
608.98	566.205
657.967	577.879
604.785	631.264
452.598	520.558
476.704	537.415
491.065	461.214
629.494	602.356
615.275	532.185
613.563	628.423
690.794	666.851
672.243	553.364
396.663	353.997
595.242	542.309
615.391	552.334
545.715	621.211
585.462	505.648
592.101	663.779
478.888	528.134
538.304	485.039
565.973	537.905
453.161	493.145
675.684	556
698.366	569.384
607.31	560.547
694.447	632.342
463.945	502.232
702.922	598.473
523.717	536.636
624.18	607.034
559.9	491.721
574.56	680.994
624.792	610.888
591.744	511.259
684.397	660.505
510.635	419.663
604.752	546.517
555.269	528.014
545.123	559.145
406.633	554.831
658.384	625.207
698.201	626.245
583.745	509.893
461.145	465.103
589.369	582.925
507.912	528.006
396.432	412.123
618.408	598.413
533.904	493.38
616.543	467.64
582.925	593.56
774.592	629.494
573.901	549.382
528.67	499.248
565.444	522.438
624.339	545.561
455.337	478.606
553.328	525.1
516.261	516.547
642.847	556.695
584.413	556.187
503.801	477.238
408.071	402.11
508.798	522.613
635.892	651.73
519.493	478.489
402.021	384.606
680.912	585.551
596.332	618.64
704.366	890.158
601.024	554.745
922.675	711.525
332.318	324.591
661.084	515.249
563.828	455.162
515.087	503.951
606.883	526.873
688.738	598.447
458.337	427.983
586.068	520.688
561.541	474.265
673.416	554.163
423.199	435.45
516.14	566.458
458.337	397.877
533.419	506.136
487.677	470.223
601.793	688.072
422.322	398.147
533.367	486.237
608.116	524.933
534.404	554.687
719.544	712.482
504.867	443.483
682.438	605.095
519.094	461.836
561.768	530.723
354.582	364.697
458.372	447.107
522.666	536.168
626.989	669.683
893.576	644.482
617.428	540.454
495.563	496.985
508.289	486.639
547.719	511.08
544.194	630.152
712.689	626.798
787.488	612.432
626.703	491.762
723.85	646.327
604.119	536.362
768.549	581.967
533.778	517.926
739.512	596.225
803.452	573.31
559.921	456.237
588.503	371.817
840.511	572.497
667.138	591.623
612.529	605.147
451.99	448.21
556.187	457.397
779.509	706.219
627.941	555.628
416.747	417.11
616.885	574.456
618.897	555.348
414.619	456.211
602.356	499.599
548.969	529.046
501.128	595.061
422.02	455.757
688.304	578.933
463.274	480.201
667.675	587.528
673.054	517.464
605.384	611.651
538.349	487.816
439.82	476.612
512.707	507.324
506.758	549.788
660.161	556.409
646.796	587.073
484.538	412.828
383.444	423.18
733.371	639.66
468.857	461.836
680.772	642.94
639.117	505.088
532.223	547.02
574.31	505.27
477.555	496.431
550.006	669.106
485.056	536.362
636.343	575.772
468.645	527.742
590.457	508.665
429.433	328.556
500.842	473.39
556.129	575.911
501.2	536.584
675.684	533.546
522.438	514.568
660.433	539.273
474.467	516.609
611.905	647.221
614.147	562.194
587.561	533.27
593.123	579.703
505.971	471.358
473.794	467.7
691.353	562.966
677.062	723.58
517.31	525.168
480.11	530.746
525.176	451.196
551.698	550.643
774.36	559.294
507.858	518.572
599.916	640.064
612.054	627.262
598.839	608.614
698.663	704.654
713.276	660.747
557.775	537.905
774.916	537.823
531.173	426.715
815.775	649.58
856.552	874.488
677.021	625.716
856.845	612.054
513.786	447.89
629.165	640.071
411.029	406.594
448.735	403.752
565.973	506.097
506.569	470.147
590.943	554.429
462.836	494.017
401.823	379.17
532.589	527.621
639.167	521.017
501.7	473.794
516.038	478.814
402.021	386.91
543.776	585.013
566.915	502.209
559.387	639.541
500.396	530.273
476.152	467.87
635.416	502.177
439.992	518.072
702.479	556.058
349.978	394.74
477.213	435.623
573.477	489.74
683.05	557.775
632.928	608.037
617.305	494.428
534.315	563.128
493.816	405.613
416.135	432.981
418.883	459.275
715.907	561.648
537.43	523.169
515.644	568.333
365.94	375.623
453.153	426.107
512.761	470.63
428.281	390.018
